Период уплаты премии;Возраст Застрахованного;Пол;Смерть ЛП;Инвалидность 1,2. гр. ЛП;Смерть НС;Смерть ДТП;Травма;"КЗ РФ
Взнос";"КЗ Зарубеж
Взнос";i
1;20;f;0,02984%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;21;f;0,03260%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;22;f;0,03573%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;23;f;0,03910%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;24;f;0,04295%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;25;f;0,04704%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;26;f;0,05125%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;27;f;0,05558%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;28;f;0,05979%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;29;f;0,06425%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;30;f;0,06870%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;31;f;0,07303%;0,01381%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;32;f;0,07736%;0,01585%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;33;f;0,08169%;0,01846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;34;f;0,08614%;0,02140%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;35;f;0,09083%;0,02457%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;36;f;0,09565%;0,02876%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;37;f;0,10070%;0,03329%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;38;f;0,10611%;0,03861%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;39;f;0,11201%;0,04473%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;40;f;0,11851%;0,05220%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;41;f;0,12536%;0,05877%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;42;f;0,13270%;0,06692%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;43;f;0,14076%;0,07609%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;44;f;0,14979%;0,08651%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;45;f;0,15977%;0,09795%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;46;f;0,17072%;0,10995%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;47;f;0,18275%;0,12286%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;48;f;0,19611%;0,13645%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;49;f;0,21115%;0,15151%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;50;f;0,22799%;0,17619%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;51;f;0,24616%;0,19476%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;52;f;0,26577%;0,21469%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;53;f;0,28706%;0,23575%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;54;f;0,31028%;0,25795%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;55;f;0,33507%;0,28093%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;56;f;0,36045%;0,30550%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;57;f;0,38644%;0,33200%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;58;f;0,41375%;0,36031%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;59;f;0,44311%;0,39145%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;60;f;0,47523%;0,42553%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;61;f;0,51012%;0,46256%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;62;f;0,54886%;0,50231%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;63;f;0,59301%;0,54488%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;64;f;0,64390%;0,59108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
1;65;f;0,70189%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
1;66;f;0,76578%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
1;67;f;0,83700%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
1;68;f;0,91809%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
1;69;f;1,01230%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
1;70;f;1,12130%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;18;f;0,02582%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;19;f;0,02840%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;20;f;0,03117%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;21;f;0,03411%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;22;f;0,03735%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;23;f;0,04095%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;24;f;0,04492%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;25;f;0,04907%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;26;f;0,05333%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;27;f;0,05761%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;28;f;0,06193%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;29;f;0,06639%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;30;f;0,07078%;0,01300%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;31;f;0,07511%;0,01480%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;32;f;0,07944%;0,01711%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;33;f;0,08383%;0,01988%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;34;f;0,08840%;0,02294%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;35;f;0,09315%;0,02660%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;36;f;0,09808%;0,03095%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;37;f;0,10330%;0,03587%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;38;f;0,10895%;0,04157%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;39;f;0,11513%;0,04835%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;40;f;0,12180%;0,05539%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;41;f;0,12889%;0,06273%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;42;f;0,13658%;0,07138%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;43;f;0,14510%;0,08116%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;44;f;0,15458%;0,09208%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;45;f;0,16503%;0,10380%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;46;f;0,17650%;0,11625%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;47;f;0,18917%;0,12951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;48;f;0,20333%;0,14382%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;49;f;0,21923%;0,16354%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;50;f;0,23671%;0,18532%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;51;f;0,25557%;0,20458%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;52;f;0,27599%;0,22510%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;53;f;0,29821%;0,24676%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;54;f;0,32218%;0,26940%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;55;f;0,34725%;0,29322%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;56;f;0,37292%;0,31880%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;57;f;0,39954%;0,34625%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;58;f;0,42783%;0,37603%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;59;f;0,45851%;0,40870%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;60;f;0,49196%;0,44435%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;61;f;0,52869%;0,48285%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;62;f;0,57002%;0,52415%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;63;f;0,61740%;0,56871%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;64;f;0,67169%;0,59108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
2;65;f;0,73249%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;66;f;0,79988%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;67;f;0,87581%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;68;f;0,96316%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;69;f;1,06441%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
2;70;f;0,95142%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;18;f;0,02706%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;19;f;0,02969%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;20;f;0,03257%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;21;f;0,03565%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;22;f;0,03908%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;23;f;0,04283%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;24;f;0,04687%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;25;f;0,05107%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;26;f;0,05532%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;27;f;0,05965%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;28;f;0,06402%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;29;f;0,06843%;0,01273%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;30;f;0,07280%;0,01388%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;31;f;0,07714%;0,01593%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;32;f;0,08150%;0,01844%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;33;f;0,08599%;0,02134%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;34;f;0,09063%;0,02474%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;35;f;0,09547%;0,02868%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;36;f;0,10055%;0,03333%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;37;f;0,10598%;0,03862%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;38;f;0,11189%;0,04488%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;39;f;0,11828%;0,05159%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;40;f;0,12515%;0,05899%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;41;f;0,13254%;0,06690%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;42;f;0,14064%;0,07610%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;43;f;0,14961%;0,08641%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;44;f;0,15955%;0,09768%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;45;f;0,17048%;0,10978%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;46;f;0,18253%;0,12261%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;47;f;0,19592%;0,13644%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;48;f;0,21091%;0,15398%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;49;f;0,22751%;0,17339%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;50;f;0,24564%;0,19465%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;51;f;0,26524%;0,21452%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;52;f;0,28652%;0,23562%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;53;f;0,30952%;0,25776%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;54;f;0,33393%;0,28108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;55;f;0,35927%;0,30582%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;56;f;0,38545%;0,33235%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;57;f;0,41290%;0,36106%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;58;f;0,44236%;0,39231%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;59;f;0,47433%;0,42649%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;60;f;0,50939%;0,46359%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;61;f;0,54839%;0,50358%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;62;f;0,59264%;0,54667%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;63;f;0,64325%;0,56871%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;64;f;0,70045%;0,59108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
3;65;f;0,76442%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;66;f;0,83597%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;67;f;0,91744%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;68;f;1,01135%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;69;f;0,97352%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
3;70;f;0,91652%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;18;f;0,02829%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;19;f;0,03103%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;20;f;0,03402%;0,01223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;21;f;0,03727%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;22;f;0,04084%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;23;f;0,04470%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;24;f;0,04880%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;25;f;0,05301%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;26;f;0,05730%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;27;f;0,06166%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;28;f;0,06601%;0,01259%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;29;f;0,07041%;0,01343%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;30;f;0,07477%;0,01491%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;31;f;0,07913%;0,01716%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;32;f;0,08357%;0,01981%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;33;f;0,08813%;0,02300%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;34;f;0,09286%;0,02666%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;35;f;0,09783%;0,03090%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;36;f;0,10309%;0,03589%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;37;f;0,10876%;0,04167%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;38;f;0,11487%;0,04800%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;39;f;0,12147%;0,05504%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;40;f;0,12861%;0,06284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;41;f;0,13636%;0,07131%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;42;f;0,14488%;0,08103%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;43;f;0,15428%;0,09172%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;44;f;0,16468%;0,10338%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;45;f;0,17615%;0,11583%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;46;f;0,18886%;0,12918%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;47;f;0,20302%;0,14545%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;48;f;0,21870%;0,16326%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;49;f;0,23596%;0,18283%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;50;f;0,25479%;0,20411%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;51;f;0,27519%;0,22455%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;52;f;0,29724%;0,24614%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;53;f;0,32077%;0,26891%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;54;f;0,34551%;0,29303%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;55;f;0,37129%;0,31867%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;56;f;0,39816%;0,34635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;57;f;0,42664%;0,37640%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;58;f;0,45729%;0,40909%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;59;f;0,49073%;0,44470%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;60;f;0,52779%;0,48325%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;61;f;0,56939%;0,52489%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;62;f;0,61664%;0,54667%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;63;f;0,67014%;0,56871%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;64;f;0,73039%;0,59108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
4;65;f;0,79808%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;66;f;0,87454%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;67;f;0,96197%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;68;f;0,95780%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;69;f;0,94369%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
4;70;f;0,91686%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;18;f;0,02956%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;19;f;0,03241%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;20;f;0,03554%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;21;f;0,03893%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;22;f;0,04262%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;23;f;0,04655%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;24;f;0,05067%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;25;f;0,05492%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;26;f;0,05924%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;27;f;0,06359%;0,01251%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;28;f;0,06794%;0,01315%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;29;f;0,07233%;0,01429%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;30;f;0,07671%;0,01602%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;31;f;0,08112%;0,01843%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;32;f;0,08563%;0,02135%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;33;f;0,09027%;0,02477%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;34;f;0,09511%;0,02872%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;35;f;0,10024%;0,03328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;36;f;0,10571%;0,03870%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;37;f;0,11158%;0,04462%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;38;f;0,11790%;0,05127%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;39;f;0,12475%;0,05868%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;40;f;0,13221%;0,06693%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;41;f;0,14034%;0,07593%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;42;f;0,14927%;0,08605%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;43;f;0,15912%;0,09714%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;44;f;0,17002%;0,10914%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;45;f;0,18209%;0,12206%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;46;f;0,19550%;0,13737%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;47;f;0,21033%;0,15407%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;48;f;0,22668%;0,17228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;49;f;0,24463%;0,19216%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;50;f;0,26420%;0,21365%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;51;f;0,28533%;0,23460%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;52;f;0,30794%;0,25678%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;53;f;0,33188%;0,28027%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;54;f;0,35705%;0,30521%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;55;f;0,38343%;0,33191%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;56;f;0,41117%;0,36081%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;57;f;0,44073%;0,39221%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;58;f;0,47273%;0,42628%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;59;f;0,50797%;0,46330%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;60;f;0,54734%;0,50341%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;61;f;0,59167%;0,52489%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;62;f;0,64169%;0,54667%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;63;f;0,69814%;0,56871%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;64;f;0,76184%;0,59108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;65;f;0,83391%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;66;f;0,91574%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;67;f;0,92929%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;68;f;0,93764%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;69;f;0,93941%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;70;f;0,93281%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;18;f;0,03086%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;19;f;0,03384%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;20;f;0,03711%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;21;f;0,04061%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;22;f;0,04438%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;23;f;0,04835%;0,01224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
