Период уплаты премии;Возраст Застрахованного;Пол;Смерть ЛП;Инвалидность 1,2. гр. ЛП;Смерть НС;Смерть ДТП;Травма;"КЗ РФ
Взнос";"КЗ Зарубеж
Взнос";i
5;49;m;0,59105%;0,20134%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;50;m;0,63150%;0,22171%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;51;m;0,67434%;0,24108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;52;m;0,71956%;0,26134%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;53;m;0,76724%;0,28254%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;54;m;0,81742%;0,30476%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;55;m;0,87025%;0,32834%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;56;m;0,92586%;0,35365%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;57;m;0,98462%;0,38092%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;58;m;1,04694%;0,41030%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;59;m;1,11320%;0,44200%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;60;m;1,18372%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;61;m;1,25883%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;62;m;1,33868%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;63;m;1,42346%;0,52597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;64;m;1,51335%;0,54228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
5;65;m;1,60863%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;66;m;1,70989%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;67;m;1,72815%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;68;m;1,73886%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;69;m;1,74061%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
5;70;m;1,73164%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;18;m;0,07505%;0,01633%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;19;m;0,08556%;0,01633%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;20;m;0,09676%;0,01634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;21;m;0,10850%;0,01634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;22;m;0,12068%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;23;m;0,13315%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;24;m;0,14576%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;25;m;0,15830%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;26;m;0,17052%;0,01663%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;27;m;0,18227%;0,01724%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;28;m;0,19345%;0,01833%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;29;m;0,20404%;0,01996%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;30;m;0,21405%;0,02224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;31;m;0,22359%;0,02535%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;32;m;0,23293%;0,02899%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;33;m;0,24249%;0,03321%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;34;m;0,25266%;0,03803%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;35;m;0,26384%;0,04361%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;36;m;0,27629%;0,04977%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;37;m;0,29018%;0,05658%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;38;m;0,30571%;0,06414%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;39;m;0,32300%;0,07251%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;40;m;0,34209%;0,08166%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;41;m;0,36297%;0,09147%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;42;m;0,38576%;0,10230%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;43;m;0,41065%;0,11395%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;44;m;0,43779%;0,12641%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;45;m;0,46730%;0,14089%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;46;m;0,49910%;0,15641%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;47;m;0,53325%;0,17310%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;48;m;0,56985%;0,19104%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;49;m;0,60894%;0,21032%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;50;m;0,65053%;0,23084%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;51;m;0,69436%;0,25067%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;52;m;0,74051%;0,27151%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;53;m;0,78916%;0,29333%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;54;m;0,84054%;0,31639%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;55;m;0,89477%;0,34096%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;56;m;0,95182%;0,36735%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;57;m;1,01204%;0,39578%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;58;m;1,07599%;0,42634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;59;m;1,14418%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;60;m;1,21687%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;61;m;1,29395%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;62;m;1,37562%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;63;m;1,46235%;0,52597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;64;m;1,55464%;0,54228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
6;65;m;1,65291%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;66;m;1,68613%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;67;m;1,71424%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;68;m;1,73658%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
6;69;m;1,75227%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
7;18;m;0,07971%;0,01634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;19;m;0,09049%;0,01634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;20;m;0,10188%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;21;m;0,11373%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;22;m;0,12593%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;23;m;0,13836%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;24;m;0,15088%;0,01637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;25;m;0,16323%;0,01659%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;26;m;0,17517%;0,01710%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;27;m;0,18663%;0,01799%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;28;m;0,19755%;0,01934%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;29;m;0,20794%;0,02121%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;30;m;0,21787%;0,02377%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;31;m;0,22749%;0,02711%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;32;m;0,23709%;0,03101%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;33;m;0,24708%;0,03553%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;34;m;0,25783%;0,04073%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;35;m;0,26962%;0,04647%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;36;m;0,28270%;0,05293%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;37;m;0,29728%;0,06007%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;38;m;0,31356%;0,06801%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;39;m;0,33164%;0,07677%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;40;m;0,35153%;0,08629%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;41;m;0,37322%;0,09645%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;42;m;0,39689%;0,10759%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;43;m;0,42276%;0,11960%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;44;m;0,45095%;0,13347%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;45;m;0,48144%;0,14834%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;46;m;0,51416%;0,16429%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;47;m;0,54924%;0,18138%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;48;m;0,58684%;0,19966%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;49;m;0,62700%;0,21920%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;50;m;0,66953%;0,24000%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;51;m;0,71427%;0,26036%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;52;m;0,76137%;0,28178%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;53;m;0,81116%;0,30436%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;54;m;0,86383%;0,32833%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;55;m;0,91938%;0,35390%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;56;m;0,97778%;0,38138%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;57;m;1,03955%;0,41093%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;58;m;1,10531%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;59;m;1,17549%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;60;m;1,25003%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;61;m;1,32887%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;62;m;1,41243%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;63;m;1,50142%;0,52597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;64;m;1,59642%;0,54228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
7;65;m;1,63958%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
7;66;m;1,67924%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
7;67;m;1,71498%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
7;68;m;1,74648%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
8;18;m;0,08439%;0,01634%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;19;m;0,09537%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;20;m;0,10688%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;21;m;0,11877%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;22;m;0,13097%;0,01637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;23;m;0,14334%;0,01637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;24;m;0,15570%;0,01656%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;25;m;0,16781%;0,01699%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;26;m;0,17950%;0,01774%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;27;m;0,19070%;0,01887%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;28;m;0,20142%;0,02045%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;29;m;0,21171%;0,02260%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;30;m;0,22167%;0,02540%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;31;m;0,23148%;0,02899%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;32;m;0,24144%;0,03317%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;33;m;0,25193%;0,03804%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;34;m;0,26323%;0,04341%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;35;m;0,27561%;0,04944%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;36;m;0,28934%;0,05621%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;37;m;0,30463%;0,06371%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;38;m;0,32166%;0,07202%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;39;m;0,34051%;0,08113%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;40;m;0,36116%;0,09098%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;41;m;0,38370%;0,10147%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;42;m;0,40830%;0,11296%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;43;m;0,43516%;0,12619%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;44;m;0,46429%;0,14046%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;45;m;0,49566%;0,15576%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;46;m;0,52929%;0,17211%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;47;m;0,56534%;0,18957%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;48;m;0,60396%;0,20818%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;49;m;0,64503%;0,22805%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;50;m;0,68843%;0,24923%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;51;m;0,73409%;0,27014%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;52;m;0,78227%;0,29225%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;53;m;0,83327%;0,31566%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;54;m;0,88716%;0,34055%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;55;m;0,94397%;0,36714%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;56;m;1,00381%;0,39568%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;57;m;1,06727%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;58;m;1,13488%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;59;m;1,20681%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;60;m;1,28301%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;61;m;1,36365%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;62;m;1,44934%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;63;m;1,54084%;0,52597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;64;m;1,59029%;0,54228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
8;65;m;1,63794%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
8;66;m;1,68293%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
8;67;m;1,72509%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
9;18;m;0,08903%;0,01635%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;19;m;0,10014%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;20;m;0,11172%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;21;m;0,12364%;0,01637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;22;m;0,13579%;0,01638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;23;m;0,14804%;0,01654%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;24;m;0,16020%;0,01690%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;25;m;0,17207%;0,01755%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;26;m;0,18352%;0,01851%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;27;m;0,19454%;0,01986%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;28;m;0,20514%;0,02169%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;29;m;0,21543%;0,02408%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;30;m;0,22553%;0,02714%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;31;m;0,23562%;0,03100%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;32;m;0,24601%;0,03550%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;33;m;0,25699%;0,04054%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;34;m;0,26883%;0,04619%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;35;m;0,28182%;0,05252%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;36;m;0,29622%;0,05963%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;37;m;0,31223%;0,06748%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;38;m;0,32999%;0,07612%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;39;m;0,34956%;0,08555%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;40;m;0,37102%;0,09570%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;41;m;0,39443%;0,10654%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;42;m;0,41997%;0,11913%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;43;m;0,44773%;0,13275%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;44;m;0,47771%;0,14743%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;45;m;0,50995%;0,16314%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;46;m;0,54451%;0,17988%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;47;m;0,58154%;0,19768%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;48;m;0,62105%;0,21665%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;49;m;0,66297%;0,23693%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;50;m;0,70724%;0,25852%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;51;m;0,75391%;0,28008%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;52;m;0,80323%;0,30294%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;53;m;0,85539%;0,32720%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;54;m;0,91046%;0,35303%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;55;m;0,96859%;0,38061%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;56;m;1,02999%;0,41024%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;57;m;1,09518%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;58;m;1,16444%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;59;m;1,23795%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;60;m;1,31584%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;61;m;1,39846%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;62;m;1,48648%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;63;m;1,53977%;0,52597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;64;m;1,59255%;0,54228%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
9;65;m;1,64409%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
9;66;m;1,69381%;0,00000%;0,09684%;0,02424%;0,15840%;0,00;0,00;0,08
10;18;m;0,09358%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;19;m;0,10478%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;20;m;0,11639%;0,01637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;21;m;0,12829%;0,01638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;22;m;0,14036%;0,01652%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;23;m;0,15244%;0,01684%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;24;m;0,16439%;0,01739%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;25;m;0,17605%;0,01823%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;26;m;0,18732%;0,01939%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;27;m;0,19822%;0,02097%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;28;m;0,20879%;0,02304%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;29;m;0,21917%;0,02568%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;30;m;0,22950%;0,02900%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;31;m;0,23995%;0,03316%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;32;m;0,25077%;0,03784%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;33;m;0,26223%;0,04314%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;34;m;0,27463%;0,04907%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;35;m;0,28825%;0,05573%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;36;m;0,30333%;0,06317%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;37;m;0,32003%;0,07134%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;38;m;0,33850%;0,08029%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;39;m;0,35883%;0,09000%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;40;m;0,38110%;0,10049%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;41;m;0,40540%;0,11232%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;42;m;0,43180%;0,12528%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;43;m;0,46038%;0,13931%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;44;m;0,49120%;0,15439%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;45;m;0,52433%;0,17047%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;46;m;0,55983%;0,18756%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;47;m;0,59772%;0,20574%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;48;m;0,63805%;0,22513%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;49;m;0,68080%;0,24583%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;50;m;0,72603%;0,26795%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;51;m;0,77377%;0,29020%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;52;m;0,82418%;0,31385%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;53;m;0,87745%;0,33897%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;54;m;0,93376%;0,36573%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;55;m;0,99332%;0,39433%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;56;m;1,05632%;0,41024%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;57;m;1,12305%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;58;m;1,19382%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;59;m;1,26892%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;60;m;1,34865%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
10;61;m;1,43343%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
